solver,problem,restarts,conflicts,decisions,propagations,conf_lits,num_ev,ev_decisions,ev_conflicts,ev_learnt,total_lbd,mem_used,cpu_time,er_time,satisfiability
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_375_1597_0.cnf,32766,22465784,25578630,6439597145,483094584,4561,190595,10145961,2742626,239706770,80,4949.39,132.324,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_375_1597_1.cnf,30716,20387910,23229577,5227581682,426780109,4262,174605,7664795,2284294,214095554,78,4946.08,142.702,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_375_1597_2.cnf,30616,20171471,23037944,5402337451,433576871,4265,179901,8411487,2359807,216354915,79,4948.29,141.267,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_375_1597_3.cnf,763,309897,374213,19944753,5980943,103,637,1187,429,3811176,12,12.4802,0.302626,SATISFIABLE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_375_1597_4.cnf,32765,21758809,24790671,6164444317,465813058,4559,188408,9285752,2452460,230846103,93,4948.17,142.002,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_375_1597_5.cnf,32766,22721996,25897781,6519297588,493885547,4573,190804,9146172,2777739,245742128,93,4953.96,129.739,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_375_1597_6.cnf,29640,19673728,22592061,5146453028,430779426,4107,177059,7150701,2317524,214115079,82,4948.22,137.349,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_375_1597_7.cnf,13306,8210760,9513292,1283317397,178744489,1854,78165,2377746,938058,90575173,55,1137.42,34.0077,SATISFIABLE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_375_1597_8.cnf,27767,18486182,21035875,4575966061,388230336,3862,159064,6637834,2173256,194716877,78,4948.88,127.693,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_375_1597_9.cnf,15450,9459980,10927027,1616868420,211651548,2158,93833,2145117,814896,106529123,52,1544.9,46.521,SATISFIABLE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_400_1704_0.cnf,30233,20023146,23026029,5596721277,450816032,4209,182226,7618191,2170483,222577562,80,4948.38,136.822,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_400_1704_1.cnf,30715,20250539,23293592,5619090574,467333283,4280,185408,6585202,2104059,231817251,81,4948.25,138.576,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_400_1704_2.cnf,8191,5095577,5915898,646038392,114241788,1146,49293,973257,424028,58698609,37,544.234,15.0031,SATISFIABLE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_400_1704_3.cnf,32248,21106269,24261877,5844910519,468154584,4493,191226,7119232,2100756,232662736,87,4948.82,148.778,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_400_1704_4.cnf,31993,21000047,24372833,6097151144,501840674,4449,198634,5326988,1940947,249732702,99,4948.55,142.299,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_400_1704_5.cnf,32765,21921699,25154356,6323662359,503363532,4556,195773,7262674,2176696,248320815,90,4947.94,143.31,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_400_1704_6.cnf,31354,20671589,23748784,5729419417,471548387,4366,184781,6230733,2046741,233043641,94,4948.25,142.079,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_400_1704_7.cnf,29972,19894032,22997067,5403702715,467259364,4172,181333,5718184,1935569,231004945,86,4947.81,133.763,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_400_1704_8.cnf,30715,20284024,23418677,5527203332,464601222,4281,184119,6440167,1845898,229414257,91,4948.78,143.531,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_400_1704_9.cnf,30415,20085669,22958911,5374548231,434647521,4232,178545,7803133,2288901,217540615,90,4948.43,142.36,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_225_4752_0.cnf,32764,21730362,25581056,5592711458,930665163,4432,263304,84302,20736,584569498,134,4948.06,169.712,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_225_4752_1.cnf,32767,23620906,27716629,6469102998,1017227208,4448,265141,60962,14801,628706865,112,4946.95,152.223,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_225_4752_2.cnf,32767,23526265,27613104,6439372156,1015725099,4458,261563,89964,24194,627306451,130,4948.1,153.145,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_225_4752_3.cnf,32767,23812622,27929315,6549324149,1028409273,4458,261442,52284,19916,642002551,116,4952.49,158.732,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_225_4752_4.cnf,32766,22938013,26957751,6154275086,989156955,4417,263025,91108,25134,614526061,117,4948.29,157.005,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_225_4752_5.cnf,32766,22758205,26760648,6023214338,980491839,4460,262767,74635,19446,614916376,112,4948.06,157.62,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_225_4752_6.cnf,32766,22852974,26846517,6092858741,978206651,4455,264029,194324,72400,614555193,109,4948.39,157.226,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_225_4752_7.cnf,32766,22444047,26388211,5880360648,955733019,4441,262206,96190,29891,598721539,116,4948.64,157.335,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_225_4752_8.cnf,32767,23032414,27041707,6206833679,987224828,4455,263458,108630,22628,617053616,114,4947.67,157.283,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_225_4752_9.cnf,32766,22566759,26527600,6005205897,971357828,4448,264751,36888,9962,615495401,123,4948.06,164.06,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_250_5280_0.cnf,33923,25159592,29710044,7128398661,1167858131,4608,274027,99607,32678,744463451,123,4949.58,155.203,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_250_5280_1.cnf,32767,23136142,27409203,6192981394,1072685373,4458,263392,81481,25234,684822237,130,4947.84,161.622,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_250_5280_2.cnf,32767,23128031,27379094,6177200679,1068048308,4473,261982,141533,52321,681091963,140,4947.93,162.25,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_250_5280_3.cnf,32767,24090751,28473050,6648723089,1115317087,4481,261591,285611,125437,712055062,131,4947.6,157.412,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_250_5280_4.cnf,32766,22277469,26444066,5789090193,1026295802,4468,264284,42697,11481,658151770,115,4948.18,166.458,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_250_5280_5.cnf,32766,22506544,26706357,5831498873,1048884032,4454,260519,79689,33014,672300495,127,4947.96,167.303,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_250_5280_6.cnf,36862,27021462,31941906,7926835362,1258511976,5004,294295,127724,37063,804572792,117,4949.45,158.189,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_250_5280_7.cnf,36868,27062716,31991466,8083840287,1260960461,5023,295428,90302,24824,795297239,135,4949.82,159.239,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_250_5280_8.cnf,36885,27066245,32016952,8049516652,1262555146,5014,296942,134670,39588,803080050,125,4949.04,159.446,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_250_5280_9.cnf,37307,27228183,32199111,8230295968,1268661220,5067,300920,99482,30120,802751188,113,4949.45,151.756,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_275_5808_0.cnf,32767,23898310,28497032,6406337246,1186314544,4481,261753,106485,31235,782208767,119,4948.31,156.232,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_275_5808_1.cnf,32894,24640444,29325710,6817104784,1225384146,4500,262565,81352,22514,800465458,123,4948.26,144.792,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_275_5808_2.cnf,32767,24342376,28982103,6667706093,1215710430,4486,260756,144061,38679,783776586,131,4948.46,145.024,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_275_5808_3.cnf,32767,23888186,28496038,6455757189,1191870010,4481,262473,96859,33388,783898197,138,4947.74,146.339,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_275_5808_4.cnf,34426,25378596,30232377,7127198133,1263041962,4704,279563,90571,24104,814792772,135,4948.74,138.294,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_275_5808_5.cnf,34814,25708975,30624664,7257368612,1286616736,4756,280367,68154,25329,835863359,119,4948.18,139.778,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_275_5808_6.cnf,30554,20146539,24169263,4750005698,994690467,4182,247674,57992,18061,657315372,112,4947.53,167.149,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_275_5808_7.cnf,32767,23326075,27832475,6237739455,1158853411,4481,262300,40360,15690,758645872,127,4948.24,158.387,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_275_5808_8.cnf,32966,24666403,29361471,6823783853,1218016555,4505,265069,56471,20218,798719876,121,4948.91,159.219,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_275_5808_9.cnf,32762,21420022,25703541,5415967329,1057429381,4474,264231,64354,25950,705766508,130,4947.59,174.757,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_300_6336_0.cnf,32765,22040116,26625432,5544253488,1166381949,4484,261851,60279,22322,788181896,124,4948.04,174.521,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_300_6336_1.cnf,32765,21751031,26279343,5522158441,1146828204,4495,261364,85089,24821,766435455,132,4948.33,174.152,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_300_6336_2.cnf,30457,20104549,24304349,4735282838,1060807902,4158,243282,77048,28823,713604197,123,4948,164.034,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_300_6336_3.cnf,30877,20454027,24724307,4825368923,1079310161,4225,248361,58811,17633,723499703,120,4946.49,169.284,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_300_6336_4.cnf,32767,23981994,28796108,6427047254,1270866238,4490,261136,58560,22950,845426714,160,4948.42,154.195,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_300_6336_5.cnf,32767,23075604,27767415,6027543853,1214634318,4497,260562,97867,35320,811983301,110,4948.02,166.006,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_300_6336_6.cnf,32767,23129284,27831891,6075886503,1223117109,4489,260950,156261,58440,817454926,113,4948.2,161.005,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_300_6336_7.cnf,32766,22672372,27314405,5839352835,1201178898,4476,260203,80249,33066,804311023,133,4947.62,167.418,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_300_6336_8.cnf,32766,22353966,26955068,5742615855,1176477862,4498,261981,168441,70644,785440661,120,4948.31,162.391,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_300_6336_9.cnf,32764,21710160,26250542,5462917359,1148239631,4481,263874,56393,18072,776692293,109,4948.57,168.093,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_325_6864_0.cnf,32767,23081163,27983712,6009713901,1291903690,4514,260926,97594,33083,873947896,161,4948.74,161.447,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_325_6864_1.cnf,30458,20109909,24500611,4676971396,1124496982,4194,243100,63274,20194,768975536,115,4948.09,169.635,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_325_6864_2.cnf,30266,20035435,24398586,4667413543,1112197755,4156,242072,50496,20927,758234820,132,4947.9,167.951,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_325_6864_3.cnf,31777,20922710,25485566,5018230667,1167030937,4361,254609,76756,30049,795190005,144,4947.91,178.05,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_325_6864_4.cnf,31294,20651232,25157726,4945558541,1151471771,4308,248780,33171,13437,776363333,118,4947.83,173.137,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_325_6864_5.cnf,31691,20802226,25332049,4979751720,1155390892,4352,255176,28504,11664,785155334,120,4947.03,176.985,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_325_6864_6.cnf,31391,20685535,25226757,4944292971,1159966727,4309,250732,65027,21577,785030370,123,4947.51,174.731,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_325_6864_7.cnf,33306,24836963,29980945,6740141520,1390850251,4570,265895,76126,25540,922623639,169,4947.87,143.73,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_325_6864_8.cnf,32767,24549807,29648475,6669557543,1377589855,4511,262184,83201,29561,918250709,161,4947.89,139.643,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_325_6864_9.cnf,32766,22416735,27228930,5702764231,1251463267,4493,260216,50055,20818,848726827,160,4948.84,171.069,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_350_7392_0.cnf,32767,23955873,29186997,6209540479,1418782848,4528,259195,102338,34814,966562758,179,4948.61,163.724,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_350_7392_1.cnf,32767,22973795,28057602,5928740733,1355020244,4503,259217,60968,21500,919032219,168,4948.75,166.12,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_350_7392_2.cnf,35325,25942949,31556310,7315169919,1526584059,4866,281647,47008,16694,1036907826,170,4949.6,158.958,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_350_7392_3.cnf,32900,24646628,29969469,6631494042,1456626255,4526,262298,32236,14356,982544104,162,4947.44,153.911,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_350_7392_4.cnf,32766,22395941,27400640,5673297981,1316921286,4520,259664,35943,12703,895672223,169,4947.39,170.543,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_350_7392_5.cnf,32766,22260203,27274731,5583513595,1311161292,4499,259628,53755,18999,897899919,162,4947.41,170.466,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_350_7392_6.cnf,33789,25055490,30479100,6762522267,1479977429,4659,269502,117042,30817,989440127,166,4947.88,154.649,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_350_7392_7.cnf,36348,26450447,32201388,7459209900,1556672346,5004,288306,139376,48992,1053993639,185,4948.39,159.669,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_350_7392_8.cnf,35706,26098381,31750798,7362815056,1532943591,4896,285556,53055,21711,1035416392,161,4949.4,164.95,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_350_7392_9.cnf,35836,26180971,31863870,7360291587,1543838493,4926,284535,91047,29539,1044797740,161,4949.17,166.328,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_375_7920_0.cnf,35643,26078880,31991966,7207491539,1629803910,4921,282170,48597,18833,1113360550,158,4948.56,166.153,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_375_7920_1.cnf,35162,25857325,31664868,7209983005,1599994999,4851,280419,470670,108377,1088279596,160,4948.85,164.558,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_375_7920_2.cnf,32767,22984301,28292216,5909684471,1424565738,4525,258705,41581,15957,983316021,166,4947.33,166.396,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_375_7920_3.cnf,32766,22528724,27748008,5729470443,1389849725,4526,259713,39306,15814,952992678,167,4947.6,167.349,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_375_7920_4.cnf,32766,22842551,28127463,5773056374,1416351188,4522,259888,44181,16404,975254814,152,4947.45,167.082,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_375_7920_5.cnf,32766,22289031,27475726,5592465945,1375302598,4538,260826,54387,17183,951443240,158,4947.51,171.1,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_375_7920_6.cnf,32766,22382054,27583467,5643784174,1382499189,4520,260330,42868,17045,954247784,163,4947.86,171.897,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_375_7920_7.cnf,32765,22049301,27228459,5467616237,1366841880,4522,259977,81877,26699,944811910,157,4947.32,173.297,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_375_7920_8.cnf,32767,24234045,29720277,6378056343,1511753028,4514,257574,28814,12547,1023369736,180,4948.54,162.092,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_375_7920_9.cnf,36248,26394401,32372024,7388774861,1644469043,5004,287258,82824,31542,1121010669,174,4949.31,168.725,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_400_8448_0.cnf,35963,26279584,32467717,7263372029,1720532746,4960,283748,52329,18248,1180744978,180,4948.94,172.691,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_400_8448_1.cnf,32766,22505205,27939113,5674015841,1463225845,4524,259632,60562,25540,1007777893,176,4947.68,176.59,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_400_8448_2.cnf,32767,23468859,29047162,6035811515,1529945471,4539,258897,100547,37288,1062751139,161,4948.35,163.8,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_400_8448_3.cnf,32767,23378933,28915044,6016368128,1519298694,4529,259177,70716,25149,1046962392,173,4948.56,169.094,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_400_8448_4.cnf,32767,23347483,28892621,5981795552,1519835559,4529,257274,55689,17804,1052117106,158,4947.21,172.447,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_400_8448_5.cnf,32766,22227886,27598372,5582906224,1446769524,4533,258933,118084,37382,998554515,179,4951.2,173.859,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_400_8448_6.cnf,33789,25054219,30945311,6723703795,1643026710,4677,268087,44282,18727,1130489947,178,4946.91,156.45,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_400_8448_7.cnf,32766,22713415,28172947,5721001790,1479797895,4516,259637,105999,48833,1025360807,176,4947.19,171.016,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_400_8448_8.cnf,32766,22145447,27513968,5515426503,1432890767,4534,259605,51887,17752,989727752,152,4947.37,174.297,INDETERMINATE
xmaplesat_rnd_rep0_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand5_400_8448_9.cnf,32764,21603265,26907555,5306538013,1397931540,4520,258876,76377,29961,972576318,170,4947.14,169.673,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/agile/2016/bench_2594.smt2_maplesat_preprocess.cnf,2047,1060226,1774591,1359494430,82858008,286,1,120757,94402,36731717,52,407.234,100.14,SATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/agile/2017/bench_2250.smt2_maplesat_preprocess.cnf,766,328691,609310,272765191,16382914,105,0,2041,1848,7113157,33,80.0313,11.021,SATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round48_restrict440_maplesat_preprocess.cnf,7253,4124755,7421830,8908704522,704572830,1015,12,4009608,1338090,161598387,102,4935.01,1638.28,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/mann/data-integrity/unsafe/arbitrated_top_n4_w32_d16_e0.aig_unroll9_maplesat_preprocess.cnf,10,1567,2875,571014,23598,0,0,0,0,9527,18,0.173087,0.005001,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/agile/2016/bench_14144.smt2_maplesat_preprocess.cnf,15,3011,8345,137935,22117,1,0,0,0,14722,12,0.06275,0.008551,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/beem/brp.2.prop1-func-interl.aig_unroll19_maplesat_preprocess.cnf,5,532,1401,148090,18070,0,0,0,0,3088,12,0.069112,0.003639,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2018D/zipcpu-pfcache-p15.aig_unroll19_maplesat_preprocess.cnf,1,93,252,16304,644,0,0,0,0,302,12,0.02162,0.000262,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019A/picorv32_mutAX_nomem-p8.aig_unroll22_maplesat_preprocess.cnf,62,15744,251795,32947121,533973,7,0,0,0,126054,111,9.52992,1.49758,SATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/qspiflash_qflexpress_divfive-p057.aig_unroll6_maplesat_preprocess.cnf,1,7,15,127,14,0,0,0,0,11,11,7.30E-05,7.00E-06,UNSATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019A/picorv32_mutAX_nomem-p4.aig_unroll19_maplesat_preprocess.cnf,255,90371,676480,300244383,20849595,34,8,1400,1548,1766185,204,113.823,14.699,SATISFIABLE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_counter_chain_restricted/round38_restrict450_maplesat_preprocess.cnf,4862,2793667,5207771,12718397954,149987569,680,2,3788327,761140,101102615,59,4938.41,397.391,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round32_restrict450_maplesat_preprocess.cnf,12296,7792456,10834817,3236752575,533669825,1720,133,5533268,2076446,135842976,91,4918.82,2656.87,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin_rnd/5regular/tseitin_440n_5regular_maplesat_preprocess.cnf,11261,6926600,22051335,318842642,1071279531,1578,27109,5183955,4630214,1013441421,157,4927.47,4669.8,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin_rnd/6regular/tseitin_180n_6regular_maplesat_preprocess.cnf,16381,10110159,26343172,573483161,833658973,2276,49195,11794350,8057965,785125677,126,4923.45,4627.65,INDETERMINATE
xmaplesat_rnd_rep1_force0,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/mann/data-integrity/unsafe/arbitrated_top_n2_w16_d16_e0.aig_unroll9_maplesat_preprocess.cnf,9,1328,2704,205633,19947,0,0,0,0,8246,13,0.080087,0.003861,UNSATISFIABLE
