solver,problem,restarts,conflicts,decisions,propagations,conf_lits,num_ev,ev_decisions,ev_conflicts,ev_learnt,total_lbd,mem_used,cpu_time,er_time,satisfiability
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix/rounds53_maplesat_preprocess.cnf,11261,6937190,29113117,5328969801,899559722,1622,85349,7411753,2738179,281622832,283,4921.81,2921.17,INDETERMINATE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round72_restrict510_maplesat_preprocess.cnf,2,160,655,43310,656,0,0,0,0,415,16,0.040736,0.000252,SATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin_rnd/3regular/tseitin_540n_3regular_maplesat_preprocess.cnf,5372,3059847,5716460,748895255,150355392,811,71103,10046884,2519498,115012668,51,687.31,524.111,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/crafted/grandtour_puzzle_2018/gto_p50c291_maplesat_preprocess.cnf,31706,20804679,27288358,35338551665,522077320,184,97089,51913044,18931097,315673115,79,4896.99,921.667,INDETERMINATE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/goel/industry/cal109/cal109.aig_unroll21_maplesat_preprocess.cnf,32763,21437451,82306499,9293483033,688377218,333,127660,13863844,14518713,324982061,242,4887.71,2128.78,INDETERMINATE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin_rnd/5regular/tseitin_820n_5regular_maplesat_preprocess.cnf,6334,3651591,16689018,277641453,704261641,590,43666,2744278,2292663,665614896,200,4938,4777.78,INDETERMINATE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin/tseitin_100_51_grid_maplesat_preprocess.cnf,1,0,4950,9914,0,0,0,0,0,0,14,0.01191,0,SATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019A/picorv32_mutCX_nomem-p7.aig_unroll3_maplesat_preprocess.cnf,1,5,650,4619,9,0,0,0,0,8,16,0.050768,8.00E-06,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix_restricted/round30_restrict465_maplesat_preprocess.cnf,255,98589,157169,19320737,2574943,145,751,94348,32652,978034,13,8.99581,2.12348,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/mann/data-integrity/unsafe/shift_register_top_w64_d64_e0.aig_unroll22_maplesat_preprocess.cnf,4278,2516439,22149623,510012461,51201490,70,13765,1604068,2362873,30734966,42,194.858,46.9055,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/counting_principle/count_11_5_maplesat_preprocess.cnf,18,3466,12089,320110,691079,10,8,702,959,521438,36,73.1086,72.7841,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2018D/zipcpu-pfcache-p25.aig_unroll22_maplesat_preprocess.cnf,2,123,507,33063,943,0,0,0,0,561,13,0.01978,0.000254,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_dot_matrix_restricted/round34_restrict440_maplesat_preprocess.cnf,1023,464452,1597541,697413358,28022486,281,4743,988900,237532,8371070,30,335.919,36.7178,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/goel/industry/cal182/cal182.aig_unroll17_maplesat_preprocess.cnf,15,3144,5591,138712,41191,10,13,0,0,22661,42,0.270452,0.102639,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/mann/data-integrity/unsafe/arbitrated_top_n3_w128_d128_e0.aig_unroll21_maplesat_preprocess.cnf,700,290679,447313,357008770,7946700,12,377,164,43,3687720,681,331.305,38.4966,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_dot_matrix_restricted/round62_restrict495_maplesat_preprocess.cnf,349,129001,1685007,176372796,2295447,82,1836,28584,9653,1190252,99,80.2233,4.94002,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2018D/zipcpu-zipmmu-p14.aig_unroll15_maplesat_preprocess.cnf,5,515,1265,62446,5155,0,0,0,0,2316,12,0.034613,0.001544,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/qspiflash_qflexpress_divfive-p072.aig_unroll6_maplesat_preprocess.cnf,1,2,1,21,1,0,0,0,0,0,11,0,0,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_two_operand_restricted/round64_restrict445_maplesat_preprocess.cnf,1759,815932,3454353,2794218129,44655971,287,10908,1743055,472924,15259368,193,1624.88,104.174,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round46_restrict475_maplesat_preprocess.cnf,445,165918,523130,164743796,7511877,242,744,135030,31413,1736674,18,64.9248,7.13742,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix_restricted/round64_restrict500_maplesat_preprocess.cnf,66,19592,163289,34994926,361014,40,67,4995,1820,153490,18,16.0994,0.296933,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round64_restrict505_maplesat_preprocess.cnf,3,332,2096,860227,3175,0,0,0,0,1569,16,0.338228,0.001048,SATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round32_restrict460_maplesat_preprocess.cnf,511,209448,391117,40911922,7289176,166,1044,106829,48900,2265726,16,21.5454,6.09901,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/qspiflash_dualflexpress_divthree-p121.aig_unroll19_maplesat_preprocess.cnf,1,66,1200,6256,346,0,0,0,0,236,11,0.005657,0.000117,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2018A/zipcpu-busdelay-p36.aig_unroll17_maplesat_preprocess.cnf,63,17567,28637,1320017,341419,22,68,6124,2953,160063,11,0.648591,0.118078,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/agile/2017/bench_7743.smt2_maplesat_preprocess.cnf,20,3772,10199,187879,34421,10,18,0,0,22021,12,0.083363,0.013298,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix_restricted/round62_restrict480_maplesat_preprocess.cnf,511,206393,1008339,385095488,7328219,212,833,178858,48854,2290574,73,156.676,7.84556,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/goel/industry/cal146/cal146.aig_unroll15_maplesat_preprocess.cnf,32766,22465762,65029882,9243479759,642229543,312,119413,36127242,20389603,416931294,142,4882.85,1950.24,INDETERMINATE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix_restricted/round34_restrict495_maplesat_preprocess.cnf,69,19884,40665,10804940,518727,43,106,10134,2080,159323,13,3.30842,0.246664,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin/tseitin_91_24_grid_maplesat_preprocess.cnf,32763,21495795,138679441,1620785136,573919866,1595,2223802,22283664,7775964,468658329,198,4888.7,4235,INDETERMINATE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_counter_chain_restricted/round60_restrict475_maplesat_preprocess.cnf,511,223713,3307782,548340096,6101651,108,4108,207824,67242,2573213,244,308.781,17.6807,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/agile/2016/bench_8490.smt2_maplesat_preprocess.cnf,467,170803,323004,16138536,4183929,54,1092,59106,28095,1955022,29,10.0167,3.57893,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round36_restrict480_maplesat_preprocess.cnf,510,199520,389026,142227566,10513846,144,962,311703,74283,2358016,17,52.0028,7.55276,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round74_restrict475_maplesat_preprocess.cnf,285,108293,909117,242776640,5420481,210,616,43548,17036,1311073,25,111.559,5.04349,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round46_restrict445_maplesat_preprocess.cnf,1514,690050,1480739,1116298557,91910957,358,5450,1297983,326355,13064511,45,473.283,84.8497,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round72_restrict455_maplesat_preprocess.cnf,380,136222,1346926,167972755,9222249,213,925,30817,23519,2327486,307,75.3383,10.3077,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_counter_chain_restricted/round22_restrict440_maplesat_preprocess.cnf,1,9,36,3929,24,0,0,0,0,19,12,0.006771,1.40E-05,SATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/zipversa_composecrc_prf-p11.aig_unroll9_maplesat_preprocess.cnf,1,8,39,235,14,0,0,0,0,9,11,0.001917,5.00E-06,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin/tseitin_28_24_grid_maplesat_preprocess.cnf,1,0,621,1244,0,0,0,0,0,0,11,0.002504,0,SATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/beem/frogs.5.prop1-func-interl.aig_unroll17_maplesat_preprocess.cnf,62,15208,30888,10821594,272054,18,74,2613,867,103035,18,2.66079,0.214087,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/php/php10.cnf,380,136629,152509,1815395,3105942,0,0,0,0,1359806,11,3.93972,0.507097,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/php/php11.cnf,1023,497213,552444,7223800,14957507,0,0,0,0,5628202,19,20.6767,2.34067,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/php/php12.cnf,2557,1327987,1511004,22888276,46727707,0,0,0,0,16399621,31,65.3698,7.61424,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/php/php13.cnf,12286,7685110,8652191,130023161,321008145,0,0,0,0,108539137,102,651.065,64.8293,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/php/php14.cnf,43090,31088722,34700484,571941072,1611281780,0,0,0,0,461837287,213,4871.32,427.777,INDETERMINATE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/php/php15.cnf,39417,28377901,31593782,557838873,1706452745,0,0,0,0,455202668,215,4877.45,406.56,INDETERMINATE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/php/php16.cnf,41213,30032313,33405937,644179054,2031248021,0,0,0,0,509270812,213,4867.64,457.84,INDETERMINATE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/php/php17.cnf,36862,26900380,29996808,619662908,2072133990,0,0,0,0,486520454,231,4873.97,416.741,INDETERMINATE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/php/php18.cnf,31191,20576304,23018770,511660804,1706539977,0,0,0,0,377149924,232,4881.44,388.858,INDETERMINATE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/php/php19.cnf,32767,24598225,27536354,644912864,2253564580,0,0,0,0,497236438,271,4887.5,383.708,INDETERMINATE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/php/php20.cnf,32766,22608008,25332283,628436149,2226775379,0,0,0,0,466566569,270,4891.93,395.025,INDETERMINATE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/php/php4.cnf,1,7,8,54,12,0,0,0,0,9,11,0,0,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/php/php5.cnf,1,28,36,278,101,0,0,0,0,71,11,0,0,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/php/php6.cnf,2,159,209,1806,1129,0,0,0,0,713,11,0.00146,0.000127,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/php/php7.cnf,7,910,1122,11448,9626,0,0,0,0,5149,11,0.005684,0.001016,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/php/php8.cnf,31,6625,7664,92103,95116,0,0,0,0,47320,11,0.120878,0.01849,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/php/php9.cnf,125,34559,38785,448972,632814,0,0,0,0,299244,11,0.741762,0.109098,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_100_426_0.cnf,2,148,195,3582,1059,0,0,0,0,807,11,0.002909,0.000101,SATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_100_426_1.cnf,3,360,418,8151,2056,0,0,0,0,1586,11,0.006212,0.000855,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_100_426_2.cnf,4,470,566,10865,2814,0,0,0,0,2054,11,0.00613,0.000535,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_100_426_3.cnf,5,531,644,11916,3071,0,0,0,0,2439,11,0.009193,0.001205,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_100_426_4.cnf,7,902,1085,19454,5386,0,0,0,0,4019,11,0.016702,0.001804,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_100_426_5.cnf,6,622,755,14794,4445,0,0,0,0,3304,11,0.008228,0.000912,SATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_100_426_6.cnf,3,352,434,8416,2662,0,0,0,0,2041,11,0.002888,0.00041,SATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_100_426_7.cnf,5,564,659,12976,3327,0,0,0,0,2497,11,0.008214,0.000908,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_100_426_8.cnf,4,415,474,10136,2602,0,0,0,0,1969,11,0.008658,0.001102,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_100_426_9.cnf,6,615,728,14482,3902,0,0,0,0,2984,11,0.005197,0.00072,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_125_532_0.cnf,11,1618,1977,41644,11270,0,0,0,0,8364,11,0.030831,0.003514,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_125_532_1.cnf,3,320,438,8997,2528,0,0,0,0,1925,11,0.006953,0.000767,SATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_125_532_2.cnf,10,1518,1803,39632,11158,0,0,0,0,8122,11,0.029509,0.003206,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_125_532_3.cnf,7,1135,1341,30403,7757,0,0,0,0,5830,11,0.014376,0.001703,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_125_532_4.cnf,4,413,537,11618,3200,0,0,0,0,2411,11,0.00471,0.000654,SATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_125_532_5.cnf,10,1543,1815,39394,10709,0,0,0,0,7680,11,0.021939,0.002639,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_125_532_6.cnf,8,1254,1506,33199,9298,0,0,0,0,6683,11,0.023227,0.002843,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_125_532_7.cnf,13,1875,2217,49383,13160,0,0,0,0,9829,11,0.041346,0.004979,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_125_532_8.cnf,7,1076,1316,27166,7565,0,0,0,0,5616,11,0.020054,0.002414,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_125_532_9.cnf,2,103,160,3011,1015,0,0,0,0,757,11,0.001167,0.000168,SATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_150_639_0.cnf,30,6220,7385,186514,53099,0,0,0,0,37266,11,0.113334,0.014298,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_150_639_1.cnf,2,122,198,3929,1306,0,0,0,0,1022,11,0.001806,0.000167,SATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_150_639_2.cnf,22,4159,5033,125871,36245,2,2,61,42,25160,11,0.073408,0.009726,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_150_639_3.cnf,13,1915,2338,55099,13876,0,0,0,0,10063,11,0.034406,0.003702,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_150_639_4.cnf,14,2298,2827,68749,17562,0,0,0,0,12902,11,0.035506,0.004843,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_150_639_5.cnf,7,1149,1431,36099,11380,0,0,0,0,8060,11,0.023971,0.00314,SATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_150_639_6.cnf,2,192,287,5920,1697,0,0,0,0,1199,11,0.001364,0.000191,SATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_150_639_7.cnf,7,1202,1527,36687,10996,0,0,0,0,7986,11,0.016261,0.002003,SATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_150_639_8.cnf,3,387,508,12179,3654,0,0,0,0,2752,11,0.006555,0.000695,SATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_150_639_9.cnf,13,1931,2354,59117,14542,0,0,0,0,10632,11,0.02828,0.003059,SATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_175_745_0.cnf,14,2071,2562,71194,20694,1,1,1,3,14666,11,0.036266,0.00513,SATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_175_745_1.cnf,31,7335,8787,242117,68604,1,15,1162,391,46598,11,0.144844,0.019207,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_175_745_2.cnf,28,5082,6269,174704,55112,0,0,0,0,38478,11,0.097994,0.012692,SATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_175_745_3.cnf,31,6822,8252,223093,62626,1,1,60,57,43777,11,0.142039,0.018515,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_175_745_4.cnf,30,5893,7131,199913,55513,1,11,829,393,38822,11,0.113885,0.014281,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_175_745_5.cnf,30,5646,6820,182795,51085,1,10,1276,655,35419,11,0.10615,0.013716,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_175_745_6.cnf,31,6572,7939,217217,63231,1,1,57,55,44735,11,0.125019,0.016264,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_175_745_7.cnf,22,4300,5324,143807,44861,2,10,515,450,29990,11,0.077333,0.011141,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_175_745_8.cnf,29,5369,6609,186343,51878,4,38,2410,1194,34508,11,0.099482,0.014335,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_175_745_9.cnf,33,8178,9784,277998,84586,0,0,0,0,60129,11,0.160488,0.019958,SATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_200_852_0.cnf,24,4588,5535,169021,47567,2,9,602,507,31956,11,0.106347,0.013673,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_200_852_1.cnf,63,16603,19864,613072,173038,2,108,5851,1880,117740,11,0.379123,0.048359,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_200_852_2.cnf,63,18074,21620,668898,201991,4,181,15738,4519,134159,11,0.464764,0.063867,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_200_852_3.cnf,94,26884,32191,1024066,313685,3,36,4477,1564,212620,11,0.672692,0.0826,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_200_852_4.cnf,63,18875,22207,686461,190623,0,0,0,0,131989,11,0.43349,0.04932,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_200_852_5.cnf,13,1901,2472,70567,20377,0,0,0,0,14185,11,0.046302,0.005436,SATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_200_852_6.cnf,15,2916,3719,113229,35863,0,0,0,0,26051,11,0.052152,0.007195,SATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_200_852_7.cnf,2,138,225,5186,1898,0,0,0,0,1434,11,0.001932,0.000299,SATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_200_852_8.cnf,5,592,804,23715,7697,0,0,0,0,5486,11,0.009573,0.001286,SATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_200_852_9.cnf,88,23993,28596,896203,259618,2,30,2802,808,175327,11,0.533337,0.064391,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_225_958_0.cnf,127,38886,46031,1559464,459002,4,59,7737,2008,311936,11,0.967054,0.112862,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_225_958_1.cnf,91,24459,29086,969528,275270,2,102,6290,1340,181376,11,0.575927,0.068606,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_225_958_2.cnf,126,38108,45280,1530113,431888,2,100,6977,2165,288530,11,0.855269,0.100747,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_225_958_3.cnf,125,34807,41758,1389047,423414,5,250,11762,3035,284551,11,0.916531,0.118733,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_225_958_4.cnf,127,39562,46904,1537994,454268,3,183,10529,2615,307408,11,1.01689,0.118904,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_225_958_5.cnf,205,66923,79520,2708178,799079,7,320,32871,8485,531492,11,1.88103,0.223871,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_225_958_6.cnf,203,66112,78127,2639876,806485,6,296,30135,7209,535358,11,1.83551,0.212117,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_225_958_7.cnf,29,5548,6947,220212,66404,0,0,0,0,46899,11,0.115413,0.014118,SATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_225_958_8.cnf,126,36142,43185,1423561,436027,4,116,8764,3703,290585,11,0.936557,0.110645,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_225_958_9.cnf,253,81159,95533,3133384,971961,4,179,15673,3931,656470,11,2.15299,0.245901,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_250_1065_0.cnf,127,43897,52302,1861221,555922,4,37,10227,4616,359403,11,1.09108,0.132031,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_250_1065_1.cnf,159,52990,63521,2359849,677785,5,384,25282,8994,435890,11,1.40232,0.172635,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_250_1065_2.cnf,255,101407,120824,4417204,1383359,6,137,26982,9875,886816,11,2.90463,0.336453,UNSATISFIABLE
xmaplesat_sub_rep1_force1,/scratch/jt2chung/xMaplesatExperiments/instances/random/rand3_250_1065_3.cnf,340,126186,148583,5537809,1615618,3,365,36088,6741,1080876,11,3.70019,0.4042,SATISFIABLE
