solver,problem,restarts,conflicts,decisions,propagations,conf_lits,num_ev,ev_decisions,ev_conflicts,ev_learnt,total_lbd,mem_used,cpu_time,er_add_time,er_delC_time,er_delV_time,er_sub_time,satisfiability
kissat,/scratch/jt2chung/sat2020/traffic_kkb_unknown.cnf,21775,920405,1293066,255409773,17828198,0,0,0,0,,63,195.12,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/6g_6color_366_050_04.cnf,13431,594663,1393430,1311166317,31561665,0,0,0,0,,333,873.78,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/4g_6color_180_100_02.cnf,8543,318534,900247,2407489602,20428613,0,0,0,0,,3685,4997.65,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/LED_round_29-32_faultAt_29_fault_injections_5_seed_1579630418.cnf,872023,30450062,51926510,1472009976,677753957,0,0,0,0,,43,4998.89,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/4g_6color_366_070_06.cnf,109563,3767273,8585942,6395038758,128287363,0,0,0,0,,289,4998.73,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/Timetable_C_241_E_45_Cl_16_S_16.cnf,65398,11757822,286396791,4520927692,1358946959,0,0,0,0,,155,1264.76,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/baseballcover14with25_and2positions.cnf,16407,333732,1475096,859912115,4082988,0,0,0,0,,626,183.5,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/49-133485.cnf,1721365,77982757,125098898,7619073569,1942132102,0,0,0,0,,109,2401.82,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/hid-uns-enc-6-1-0-0-0-0-27601.cnf,33560,1199909,2327903,213124499,26806348,0,0,0,0,,10,91.26,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/dislog_a18_x18_n28.cnf,315373,14569001,21086700,2856177475,343329981,0,0,0,0,,74,4998.24,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/DLTM_twitter304_77_11.cnf,145398,4847954,8773111,3800868479,109731687,0,0,0,0,,22,1143.24,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/Timetable_C_226_E_34_Cl_15_S_12.cnf,326012,48453888,1210202514,18589667674,6393502997,0,0,0,0,,267,4998.18,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/DLTM_twitter690_74_16.cnf,8564,206069,601917,569850624,6869998,0,0,0,0,,31,96.72,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/size_4_5_5_i028_w31_r9.cnf,410490,17317755,28329390,803731452,333507625,0,0,0,0,,18,1270.27,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/SGI_30_70_20_60_10-dir.shuffled-as.sat03-144.cnf,324146,13910242,21725426,1023702277,284499069,0,0,0,0,,13,461.25,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/ncc_none_2_18_9_3_0_0_435991723.cnf,24945,605185,13889693,5461026606,7488787,0,0,0,0,,715,1192.28,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/Kakuro-easy-065-ext.xml.hg_3.cnf,92926,4024367,11584841,2325623353,109927678,0,0,0,0,,1199,1751.53,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/lang28.cnf.gz.CP3-cnfmiter.cnf,3725,465137,947549,1392448846,28218870,0,0,0,0,,112,402.45,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/size_5_5_5_i059_r12.cnf,294161,10685792,26666710,705852897,317868146,0,0,0,0,,20,741.15,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/mp1-rubikcube312.cnf,294655,10735013,18499465,1904922395,253090040,0,0,0,0,,63,4996.19,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/rphp4_090_shuffled.cnf,600511,36159460,611358985,2481145040,858456017,0,0,0,0,,39,1192.62,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/size_4_5_5_i035_w31_r9.cnf,649432,27027475,44997675,1301474803,528113322,0,0,0,0,,19,2398.39,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/Steiner-243-45-bce.cnf,1290620,51857774,109376608,7602932081,2075646952,0,0,0,0,,36,4997.28,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/SocialGolfers-6-6-6-cp_c18.cnf,496486,20475401,43837802,3577453539,562413801,0,0,0,0,,55,4998.17,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/ctl_4291_567_11_unsat.cnf,510927,21583628,31464901,13573098057,353189726,0,0,0,0,,46,4998.32,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/b2005-p3-14x14c17h9-Ser6-0.cnf,101555,4823499,23648424,15455957058,893857942,0,0,0,0,,1554,4998.11,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/abw-Q-494_bus.mtx-w208.cnf,12713,4373561,17354490,6662232208,1584525099,0,0,0,0,,326,1674.43,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/ls15-normalized.cnf.gz.CP3-cnfmiter.cnf,11,32174,164467,254576324,881634,0,0,0,0,,22,9.34,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/b2005-p2-14x14c17h9-Ser4-0.cnf,136966,7021653,35199971,14985706487,1280120036,0,0,0,0,,1668,4997.44,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/rbsat-v760c43649g8.cnf,1460174,85580444,131685274,7600476525,1561121104,0,0,0,0,,29,4179.04,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/abw-V-nos6.mtx-w220.cnf,14742,9529351,40749284,18208989024,4648226380,0,0,0,0,,666,4997.97,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/simon-mixed-s02bis-05.cnf,37241,1391872,2421692,204864182,24182220,0,0,0,0,,12,114.6,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/ctl_4291_567_9_unsat_pre.cnf,95311,3771985,5479535,2522249146,59795257,0,0,0,0,,25,600.02,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/dislog_a11_x11_n21.cnf,80608,2317186,3646680,491912074,44114371,0,0,0,0,,28,351.8,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/combined-crypto1-wff-seed-101-wffvars-500-cryptocplx-31-overlap-2.cnf,14804,670291,1277092,44983754,16002125,0,0,0,0,,5,24.19,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/rook-42-0-1.cnf,103912,4822801,26729771,5283393153,101170416,0,0,0,0,,43,1032.97,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/Kakuro-easy-157-ext.xml.hg_4.cnf,78721,3190364,7890293,2282346643,76598363,0,0,0,0,,1484,2258.82,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/Timetable_C_181_E_34_Cl_12_S_10.cnf,425984,54803426,1444112140,16099729294,6832330934,0,0,0,0,,205,4999.03,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/goldb-heqc-k2mul.cnf,53510,2248965,6874615,1838568040,57154674,0,0,0,0,,32,537.55,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/abw-K-dwt__234.mtx-w51.cnf,623591,44922221,98380598,32481017985,2748621957,0,0,0,0,,116,4998.48,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/baseballcover14with25_and1positions.cnf,23991,556126,3073540,706950519,8138884,0,0,0,0,,249,101.12,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/course0.2_2018_3_5.cnf,358,12089,317948,65120517,251066,0,0,0,0,,91,12.18,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/Kakuro-easy-148-ext.xml.hg_8.cnf,183,6586,606430,10727073,86331,0,0,0,0,,1373,27.22,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/Kakuro-easy-154-ext.xml.hg_4.cnf,132131,5475349,12449828,3632662820,152968952,0,0,0,0,,1415,2827.95,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/size_4_5_5_i032_w31_r9.cnf,676336,28718832,47645894,1493744243,559527884,0,0,0,0,,24,2777.73,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/Steiner-405-70-bce.cnf,704887,34677850,75762728,9618913718,2115739459,0,0,0,0,,64,4996.97,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/ps_200_301_70.cnf,2447,138080,262814,36215361,1311970,0,0,0,0,,154,24.32,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/preimage_80r_493m_160h_seed_249.cnf,87359,3955576,6381410,14566717026,280969031,0,0,0,0,,45,4273.08,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/sqrt_ineq_3.c.cnf,4536,73459,354831,115987373,3867140,0,0,0,0,,64,28.96,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/170154931.cnf,63742,3530979,6191594,163628150,83767762,0,0,0,0,,6,147.39,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/ps_200_317_70.cnf,4134,120910,279616,30877570,943571,0,0,0,0,,161,23.08,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/sted1_0x0-649.cnf,497698,21553086,40189296,5827760545,615660531,0,0,0,0,,57,4996.67,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/combined-crypto1-wff-seed-1-wffvars-450-cryptocplx-40-overlap-2.cnf,21918,919439,1693445,74603936,19156775,0,0,0,0,,7,35.69,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/ncc_none_21015_5_3_3_1_0_11.cnf,1595,493589,162289385,296597601,1030418,0,0,0,0,,579,160.11,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/TT7F-34-24D.cnf,525401,23187314,182645120,2356014383,935267886,0,0,0,0,,350,4997.25,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/problem_23.smt2.cnf,247334,11785435,24221574,825621647,342885400,0,0,0,0,,25,904.52,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/jkkk-one-one-10-30-unsat.cnf,23625,792340,1739432,188753185,20941391,0,0,0,0,,8,51.07,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/ssAES_4-4-4_round_7-10_faultAt_7_fault_injections_2_seed_1564286498.cnf,1035824,45413040,90530286,1972578958,1618609057,0,0,0,0,,40,4998.28,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/DLTM_twitter405_71_12.cnf,3153,86181,184579,44438607,1758774,0,0,0,0,,6,7.93,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/bv-term-small-rw_206.smt2.cnf,643137,30692780,46167440,8180036085,918631854,0,0,0,0,,25,4998.49,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/60-129673.cnf,2776398,152183500,234689612,15136519995,3587068530,0,0,0,0,,66,4998.32,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/ctl_4291_567_6_unsat_pre.cnf,494998,22879298,32398518,13405781373,370363883,0,0,0,0,,36,4997.24,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/tseitingrid7x165_shuffled.cnf,5850229,475016779,5071734009,7505922304,6936322173,0,0,0,0,,40,4992.96,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/170223547.cnf,100731,5797498,10002546,261243311,138488770,0,0,0,0,,8,289.21,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/b1904P3-8x8c11h0SAT.cnf,602565,23527856,62526331,13010478765,1129361833,0,0,0,0,,78,4994.66,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/abw-N-bcsstk07.mtx-w44.cnf,38267,3638935,4519463,5460512345,74062792,0,0,0,0,,416,564.56,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/filter_iir_true-unreach-call.c.cnf,27178,987528,4230311,1714197807,19198724,0,0,0,0,,340,420.18,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/fermat-907547022132073.cnf,215567,6359794,11647968,3238635874,117017944,0,0,0,0,,35,3338.38,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/170058143.cnf,63480,3532253,6164656,160659055,83966719,0,0,0,0,,7,148.46,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/abw-N-bcsstk07.mtx-w38.cnf,255231,18329343,27486999,57965243253,409820687,0,0,0,0,,478,4997.87,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/TT7F-34-24C.cnf,619470,27277143,215031051,2790879723,1103612925,0,0,0,0,,351,4998.08,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/rbcl_xits_08_UNSAT.cnf,91750,3906276,5837556,231294717,56348835,0,0,0,0,,22,329.58,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/combined-crypto1-wff-seed-12-wffvars-450-cryptocplx-40-overlap-2.cnf,271143,14356874,23821175,779008426,309379220,0,0,0,0,,15,938.2,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/fermat-834855329100173267.cnf,418134,13519165,28869835,5626422645,314450190,0,0,0,0,,72,4998.64,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/TT7F-33-25.cnf,620819,27693501,210248587,2945629103,1073745838,0,0,0,0,,175,4997.74,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/prime2209-84.cnf,327,15526,49306,3942080,120639,0,0,0,0,,20,1.44,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/g2-hwmcc15deep-bobpcihm-k31.cnf,212970,30457301,90414271,12107576436,743690104,0,0,0,0,,120,3732.66,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/apn-sbox6-cut4-helpbox26.cnf,680623,58887445,92686233,10287514818,1489284714,0,0,0,0,,95,4997.32,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/w19-20.1.cnf,215005,8338973,13354904,783461210,183090867,0,0,0,0,,129,765.51,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/w19-5.1.cnf,209964,7993191,13410779,748027435,218415013,0,0,0,0,,80,784.97,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/bv-term-small-rw_1220.smt2.cnf,542166,30597967,45660557,8872074302,939728339,0,0,0,0,,26,4998.19,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/newpol36-4.cnf,5894,107748,1333985,1650565025,1379809,0,0,0,0,,1488,500.91,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/6s153.cnf,30150,1383784,4564356,206196251,26640689,0,0,0,0,,20,45.8,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/rbsat-v2400c266431gyes7.cnf,886230,60661030,110791251,12109993911,1867242433,0,0,0,0,,62,4997.97,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/170222843.cnf,58279,3321026,5780653,154442104,79444128,0,0,0,0,,6,134.23,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/53-129696.cnf,359213,19059724,30243738,1921020713,465452815,0,0,0,0,,52,547.3,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/ps_300_311_20.cnf,213,13996,50728,16934265,119826,0,0,0,0,,221,16.42,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/battleship-27-54-sat.cnf,50670,123473889,152987463,6011652384,7617530398,0,0,0,0,,54,4993.36,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/DLTM_twitter799_70_12.cnf,167662,5915069,10725194,4032788902,134411903,0,0,0,0,,26,1266.51,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/DLTM_twitter845_79_18.cnf,92241,2638302,6880117,3762669327,91688316,0,0,0,0,,34,856.21,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/TT7F-33-24A.cnf,574496,25082830,200131797,2555089511,1005696705,0,0,0,0,,236,4996.79,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/preimage_80r_490m_160h_seed_6.cnf,107374,4139356,7873136,13188532662,305327755,0,0,0,0,,46,4999.12,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/size_4_5_5_i003_w31_r9.cnf,707967,29777805,49751423,1391807963,577657138,0,0,0,0,,60,2570.47,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/TT7F-34-27.cnf,564473,25691677,183140761,2965781329,913005847,0,0,0,0,,146,4997.85,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/b2005-p4-14x14c17h9-Ser5-0.cnf,131072,6682913,34499013,17039747502,1293485740,0,0,0,0,,1769,4996.34,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/vlsat2_39552_5878762.dimacs.cnf,8598,17910057,26623679,20661303295,3353923907,0,0,0,0,,417,4995.37,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/Timetable_C_437_E_62_Cl_29_S_28.cnf,17812,5266941,202091911,2631012057,858245414,0,0,0,0,,273,609.62,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/ps_300_301_30.cnf,260,17742,59411,24260255,169319,0,0,0,0,,215,13.43,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/4g_5color_168_100_02.cnf,9815,241752,607938,1861378298,10243368,0,0,0,0,,2759,4999.07,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/fermat-770131695059117.cnf,182648,5562676,10752945,2179381690,110835239,0,0,0,0,,34,1346.15,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/dislog_a13_x13_n23.cnf,218587,9207158,13574678,1548132136,205156454,0,0,0,0,,56,2231.02,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/bivium-40-200-0s0-0x92fc13b11169afbb2ef11a684d9fe9a19e743cd6aa5ce23fb5-19.cnf,215718,8052340,11275745,474577599,153422971,0,0,0,0,,9,605.68,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/w19-8.0.cnf,136437,5403634,9016066,510432225,134003890,0,0,0,0,,102,448.21,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/ls16-normalized.cnf.gz.CP3-cnfmiter.cnf,30,50774,309125,191316172,10481195,0,0,0,0,,28,16.2,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/mp1-squ_any_s09x07_c27_bail_UNS.cnf,206347,8995947,12866659,273495248,137272374,0,0,0,0,,20,724.28,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/01-integer-programming-5-10-100.cnf,405491,16328933,38446307,5159959323,592856120,0,0,0,0,,72,4996.22,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/Steiner-405-71-bce.cnf,644033,31724265,69683680,9163143593,1708403864,0,0,0,0,,50,4998.95,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/g2-T83.2.1.cnf,6550,454152,2165908,1464106371,8585061,0,0,0,0,,1398,392.65,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/grain-53-80-0s0-seed-125-8-init-35.cnf,216713,7921710,11484555,828385457,134845157,0,0,0,0,,8,500.43,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/Kakuro-easy-125-ext.xml.hg_4.cnf,139980,6234448,15351024,4864487037,178967317,0,0,0,0,,1780,4998.17,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/harder-php-025-024.sat05-1191.reshuffled-07.cnf,820780,181209894,232434907,8222813503,5211808973,0,0,0,0,,22,4998.89,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/baseballcover14with25.cnf,27332,522681,3281427,831318306,6677829,0,0,0,0,,254,103.79,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/4g_6color_182_100_02.cnf,9451,282585,849947,2197040704,17585571,0,0,0,0,,3640,4989.24,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/schur-triples-7-90.cnf,154563,10940821,44630529,5706934151,628082394,0,0,0,0,,75,1624.89,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/ssAES_4-4-8_round_8-10_faultAt_8_fault_injections_2_seed_31944661.cnf,442467,19776710,40448963,3329336190,394180114,0,0,0,0,,85,2119.27,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/combined-crypto1-wff-seed-108-wffvars-500-cryptocplx-31-overlap-2.cnf,25928,1389341,2524599,98575400,33935410,0,0,0,0,,6,57.35,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/mp1-9_49.cnf,147077,5559756,9063121,380283422,124971427,0,0,0,0,,16,529.43,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/contest03-SGI_30_50_30_20_3-dir.sat05-440.reshuffled-07.cnf,29221,1154829,2034807,156677739,27656530,0,0,0,0,,9,58.85,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/preimage_80r_491m_160h_seed_391.cnf,40853,1713185,3191673,5505499487,119111336,0,0,0,0,,39,1378.78,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/baseballcover15with25.cnf,15140,320297,3225693,686933352,3770871,0,0,0,0,,248,79.54,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/vlsat2_30744_3925645.dimacs.cnf,1197,1406723,2243464,1485041098,178363171,0,0,0,0,,249,380.37,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/dislog_a14_x14_n24.cnf,379473,17395886,25048005,3291087577,380874234,0,0,0,0,,68,4993.05,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/preimage_80r_492m_160h_seed_136.cnf,79155,2983647,5153173,12597428868,237963889,0,0,0,0,,41,3141.85,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/mrpp_8x8#24_14.cnf,23528,734033,4433986,57490241,14166920,0,0,0,0,,24,27.55,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/size_5_5_5_i003_r12.cnf,545245,22513718,53001980,1536957481,717723478,0,0,0,0,,30,1879,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/size_5_5_5_i092_r12.cnf,76041,2349158,6404353,168839823,71104984,0,0,0,0,,10,105.69,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/170105432.cnf,695728,45343681,74595494,1989738920,1094479393,0,0,0,0,,16,4214.93,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/170059081.cnf,61712,3448859,6042014,162459318,82303493,0,0,0,0,,7,142.72,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/ncc_none_3001_7_3_3_1_31_435991723.cnf,1863,301168,64573489,144672095,1047821,0,0,0,0,,571,76.4,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf,168011,9603377,15730311,13292944223,604773127,0,0,0,0,,20,4996.42,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/ncc_none_3047_7_3_3_1_0_1.cnf,1563,317774,59931034,139413420,1111691,0,0,0,0,,573,89.61,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/4g_5color_166_100_02.cnf,2480,89439,215821,656064924,4054527,0,0,0,0,,2724,2330.24,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/size_5_5_5_i041_r12.cnf,67787,1968555,5785882,147753487,60199936,0,0,0,0,,10,94.29,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/f6bidw.cnf,3205,104315,692626,58588436,2006422,0,0,0,0,,96,20.88,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/vlsat2_57038_10572502.dimacs.cnf,2620,9175046,13806105,13003051692,1771374641,0,0,0,0,,685,4989.53,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/size_4_5_5_i037_w31_r9.cnf,595292,24831270,41305449,1335352207,486266868,0,0,0,0,,20,2713.67,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/VanDerWaerden_2-3-32_1006.cnf,129249,29119184,41747246,2319520325,2289416049,0,0,0,0,,53,4990.7,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/full-bg-gb-9-ce.cnf,34548,1095546,3190263,264183601,50956193,0,0,0,0,,13,89.84,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/Timetable_C_331_E_45_Cl_22_S_26.cnf,1422895,97858265,341004192,8915165672,2937027656,0,0,0,0,,210,4974.11,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/sted1_0x0_n438-636.cnf,192660,7679418,14056689,4145113266,192112285,0,0,0,0,,47,1641.9,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/lang23.cnf.gz.CP3-cnfmiter.cnf,660,178220,330027,321097764,8807760,0,0,0,0,,60,127.9,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/fermat-931960058139995587.cnf,445565,14976800,31130891,6306306104,349357940,0,0,0,0,,74,4995.17,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/full-bf-ga-6-ce.cnf,1002013,43471661,73419488,2898851653,1075843177,0,0,0,0,,33,4996.1,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/ncc_none_7047_6_3_3_0_0_420.cnf,6296,594304,321879621,599390309,1597298,0,0,0,0,,547,185.18,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/ncc_none_5047_6_3_3_0_0_41.cnf,3089,426811,181387884,324681927,1201776,0,0,0,0,,396,105.69,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/4g_6color_366_060_06.cnf,33953,1391319,3048456,2277603938,55475070,0,0,0,0,,226,1627.13,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/g2-hwmcc15deep-6s33-k34.cnf,94787,2941636,7358987,1338760896,88196683,0,0,0,0,,26,482.49,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/battleship-24-47-sat.cnf,2263,3461606,4377785,167383147,194316233,0,0,0,0,,14,98.21,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/abw-R-dwt__503.mtx-w64.cnf,30808,5079230,18713576,20594933223,508997543,0,0,0,0,,564,1915.94,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/sted6_0x0-135.cnf,455247,20210166,31745040,2758245005,634760570,0,0,0,0,,40,4994.43,0,0,0,0,
kissat,/scratch/jt2chung/sat2020/preimage_80r_495m_160h_seed_379.cnf,7011,224167,434737,1194757897,15731652,0,0,0,0,,23,225.85,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/Steiner-27-10-bce.cnf,257,9291,12168,276447,74367,0,0,0,0,,1,0.15,0,0,0,0,UNSATISFIABLE
kissat,/scratch/jt2chung/sat2020/size_5_5_5_i235_r12.cnf,373138,14182804,35098109,944819715,452079867,0,0,0,0,,29,1148.66,0,0,0,0,SATISFIABLE
kissat,/scratch/jt2chung/sat2020/170058440.cnf,745076,48705570,80094400,2163434889,1176350497,0,0,0,0,,18,4996.66,0,0,0,0,
